FID,VIN,Address,Date,DateD,DateH,Lat,Long,t2,t2D,t2H,VIN1,Address1,Date1,Date1D,Date1H,Lat1,Long1,t21,t21D,t21H
479,BTTE412,"179 Carlaw Ave, Toronto, ON M4M 2R8",10/15/2017 14:49,15,14,43.66058,-79.33981,10/15/2017 15:35,15,15,BTTE412,UofT-42 Harbord St-car2go park signs (enter alley),10/15/2017 16:10,15,16,43.66373,-79.40103,10/15/2017 18:20,15,18
480,BTTE413,"1524 Queen St W, Toronto, ON M6R 1A4",10/15/2017 0:01,15,0,43.64022,-79.43879,10/15/2017 8:01,15,8,BTTE413,"54 Triller Ave, Toronto, ON M6R",10/15/2017 8:11,15,8,43.63978,-79.44412,10/15/2017 11:17,15,11
481,BTTE413,"54 Triller Ave, Toronto, ON M6R",10/15/2017 8:11,15,8,43.63978,-79.44412,10/15/2017 11:17,15,11,BTTE413,"144 Cowan Ave, Toronto, ON M6K 2N6",10/15/2017 13:24,15,13,43.63829,-79.43196,10/15/2017 15:14,15,15
482,BTTE413,"144 Cowan Ave, Toronto, ON M6K 2N6",10/15/2017 13:24,15,13,43.63829,-79.43196,10/15/2017 15:14,15,15,BTTE413,"66 Sheridan Ave, Toronto, ON M6K",10/15/2017 15:25,15,15,43.64711,-79.43258,10/15/2017 17:44,15,17
483,BTTE414,"1329 Queen St E, Toronto, ON M4L 1C6",10/15/2017 0:01,15,0,43.66401,-79.32681,10/15/2017 9:57,15,9,BTTE414,"21 Hiltz Ave, Toronto, ON M4L 2N6",10/15/2017 10:02,15,10,43.66479,-79.32642,10/15/2017 10:22,15,10
484,BTTE414,"21 Hiltz Ave, Toronto, ON M4L 2N6",10/15/2017 10:02,15,10,43.66479,-79.32642,10/15/2017 10:22,15,10,BTTE414,"36 Colgate Ave, Toronto, ON M4M 3P8",10/15/2017 10:37,15,10,43.66187,-79.3427,10/15/2017 12:03,15,12
485,BTTE414,"36 Colgate Ave, Toronto, ON M4M 3P8",10/15/2017 10:37,15,10,43.66187,-79.3427,10/15/2017 12:03,15,12,BTTE414,"10 Garnock Ave, Toronto, ON M4K 1M2",10/15/2017 12:13,15,12,43.67606,-79.35153,10/15/2017 12:39,15,12
486,BTTE414,"10 Garnock Ave, Toronto, ON M4K 1M2",10/15/2017 12:13,15,12,43.67606,-79.35153,10/15/2017 12:39,15,12,BTTE414,Green P-121 St Patrick St(No Double Parking),10/15/2017 13:14,15,13,43.65369,-79.38936,10/15/2017 14:59,15,14
487,BTTE414,Green P-121 St Patrick St(No Double Parking),10/15/2017 13:14,15,13,43.65369,-79.38936,10/15/2017 14:59,15,14,BTTE414,Green P-10 Portland St(No Double Parking),10/15/2017 15:14,15,15,43.64164,-79.39916,10/15/2017 16:05,15,16
488,BTTE414,Green P-10 Portland St(No Double Parking),10/15/2017 15:14,15,15,43.64164,-79.39916,10/15/2017 16:05,15,16,BTTE414,"3343 Dundas St W, Toronto, ON M6P 2A6",10/15/2017 17:19,15,17,43.66555,-79.4815,10/15/2017 18:30,15,18
489,BTTE415,"46-52 Lanark Ave, York, ON M6C 2B4",10/15/2017 0:01,15,0,43.69671,-79.4415,10/15/2017 2:42,15,2,BTTE415,"67 Nairn Ave, Toronto, ON M6E 4G8",10/15/2017 3:23,15,3,43.6785,-79.44926,10/15/2017 14:24,15,14
490,BTTE415,"67 Nairn Ave, Toronto, ON M6E 4G8",10/15/2017 3:23,15,3,43.6785,-79.44926,10/15/2017 14:24,15,14,BTTE415,"300-312 St Helens Ave, Toronto, ON M6H 1P3",10/15/2017 14:54,15,14,43.65743,-79.4438,10/15/2017 16:35,15,16
491,BTTE415,"300-312 St Helens Ave, Toronto, ON M6H 1P3",10/15/2017 14:54,15,14,43.65743,-79.4438,10/15/2017 16:35,15,16,BTTE415,"172 Carlton St, Toronto, ON M4X 1K2",10/15/2017 17:19,15,17,43.6631,-79.37366,10/15/2017 18:20,15,18
492,BTTE419,"81-83 Edwin Ave, Toronto, ON M6P 3Z5",10/15/2017 0:01,15,0,43.66401,-79.4551,10/15/2017 7:41,15,7,BTTE419,"20 Delisle Ave, Toronto, ON M4V 1S5",10/15/2017 8:06,15,8,43.68908,-79.39538,10/15/2017 16:05,15,16
493,BTTE419,"20 Delisle Ave, Toronto, ON M4V 1S5",10/15/2017 8:06,15,8,43.68908,-79.39538,10/15/2017 16:05,15,16,BTTE419,"1 Parkmount Rd, Toronto, ON M4J",10/15/2017 16:35,15,16,43.67862,-79.3245,10/15/2017 17:39,15,17
494,BTTE419,"1 Parkmount Rd, Toronto, ON M4J",10/15/2017 16:35,15,16,43.67862,-79.3245,10/15/2017 17:39,15,17,BTTE419,"1505 Danforth Ave, Toronto, ON M4J 5C3",10/15/2017 17:49,15,17,43.68291,-79.32533,10/15/2017 18:30,15,18
495,BTTE420,"88 Maplewood Ave, Toronto, ON M6C",10/15/2017 0:01,15,0,43.68592,-79.42365,10/15/2017 14:54,15,14,BTTE420,"148-401 W Toronto St, Toronto, ON M6N 3C9",10/15/2017 15:45,15,15,43.67005,-79.46767,10/15/2017 15:55,15,15
496,BTTE420,"148-401 W Toronto St, Toronto, ON M6N 3C9",10/15/2017 15:45,15,15,43.67005,-79.46767,10/15/2017 15:55,15,15,BTTE420,"629 Christie St, Toronto, ON M6G 3E6",10/15/2017 17:02,15,17,43.68062,-79.4252,10/15/2017 17:09,15,17
497,BTTE421,"323 Monarch Park Ave, East York, ON M4J 4T2",10/15/2017 0:06,15,0,43.68952,-79.33022,10/15/2017 15:35,15,15,BTTE421,"326 Monarch Park Ave, East York, ON M4J 4T1",10/15/2017 15:45,15,15,43.68947,-79.33025,10/15/2017 18:30,15,18
498,BTTE422,"95 Campbell Ave, Toronto, ON M6P 3T9",10/15/2017 0:01,15,0,43.65937,-79.44753,10/15/2017 10:42,15,10,BTTE422,"16 Collier St, Toronto, ON M4W 3Y4",10/15/2017 11:22,15,11,43.67238,-79.38659,10/15/2017 12:59,15,12
499,BTTE422,"16 Collier St, Toronto, ON M4W 3Y4",10/15/2017 11:22,15,11,43.67238,-79.38659,10/15/2017 12:59,15,12,BTTE422,"2-4 Bowman St, Toronto, ON M4X 1T9",10/15/2017 13:54,15,13,43.66569,-79.364,10/15/2017 16:15,15,16
500,BTTE422,"2-4 Bowman St, Toronto, ON M4X 1T9",10/15/2017 13:54,15,13,43.66569,-79.364,10/15/2017 16:15,15,16,BTTE422,"61 Roxborough Dr, Toronto, ON M4W 1X2",10/15/2017 17:02,15,17,43.6809,-79.38003,10/15/2017 18:30,15,18
501,BTTE423,"85 Salem Ave, Toronto, ON M6H 3C2",10/15/2017 0:22,15,0,43.66295,-79.43256,10/15/2017 12:39,15,12,BTTE423,"81 Salem Ave, Toronto, ON M6H 3C2",10/15/2017 13:54,15,13,43.66294,-79.43256,10/15/2017 17:19,15,17
502,BTTE423,"81 Salem Ave, Toronto, ON M6H 3C2",10/15/2017 13:54,15,13,43.66294,-79.43256,10/15/2017 17:19,15,17,BTTE423,"366-376 Jarvis St, Toronto, ON M4Y 2G6",10/15/2017 18:05,15,18,43.66365,-79.37743,10/15/2017 18:30,15,18
503,BTTE426,"10 Edmund Ave, Toronto, ON M4V 1H3",10/15/2017 0:01,15,0,43.68245,-79.40037,10/15/2017 7:46,15,7,BTTE426,"6 Macdonell Ave, Toronto, ON M6R 1A4",10/15/2017 8:06,15,8,43.64064,-79.43805,10/15/2017 10:02,15,10
504,BTTE427,Green P-35 Erindale Ave(no double parking),10/15/2017 0:01,15,0,43.67732,-79.35747,10/15/2017 10:12,15,10,BTTE427,"3 Queens Quay E, Toronto, ON M5E 0A4",10/15/2017 10:27,15,10,43.64157,-79.37405,10/15/2017 11:37,15,11
505,BTTE427,"3 Queens Quay E, Toronto, ON M5E 0A4",10/15/2017 10:27,15,10,43.64157,-79.37405,10/15/2017 11:37,15,11,BTTE427,"12 Bater Ave, East York, ON M4K 2C1",10/15/2017 13:29,15,13,43.68701,-79.3552,10/15/2017 18:10,15,18
506,BTTE428,"684 Milverton Blvd, Toronto, ON M4C 1X9",10/15/2017 0:01,15,0,43.6887,-79.31544,10/15/2017 12:39,15,12,BTTE428,"300 Springdale Blvd, East York, ON M4C 2A2",10/15/2017 14:19,15,14,43.68896,-79.31783,10/15/2017 14:34,15,14
507,BTTE428,"300 Springdale Blvd, East York, ON M4C 2A2",10/15/2017 14:19,15,14,43.68896,-79.31783,10/15/2017 14:34,15,14,BTTE428,"163 Cedarvale Ave, East York, ON M4C 4J9",10/15/2017 16:35,15,16,43.68861,-79.31205,10/15/2017 18:30,15,18
508,BTTE430,Green P-323 Richmond St E(no double parking),10/15/2017 0:22,15,0,43.65315,-79.36866,10/15/2017 10:17,15,10,BTTE430,Impark-47 Richmond St E (dedicated spaces only),10/15/2017 11:42,15,11,43.65218,-79.37617,10/15/2017 18:00,15,18
509,BTTE430,Impark-47 Richmond St E (dedicated spaces only),10/15/2017 11:42,15,11,43.65218,-79.37617,10/15/2017 18:00,15,18,BTTE430,"1561 Dundas St E, Toronto, ON M4L 1K9",10/15/2017 18:15,15,18,43.66702,-79.33029,10/15/2017 18:30,15,18
510,BTTE431,"1805 Danforth Ave, Toronto, ON M4C 1J2",10/15/2017 0:01,15,0,43.68437,-79.31873,10/15/2017 7:51,15,7,BTTE431,"59 E Lynn Ave, Toronto, ON M4C 3X3",10/15/2017 8:06,15,8,43.68334,-79.31438,10/15/2017 18:30,15,18
511,BTTE433,"2001 Danforth Ave, Toronto, ON M4C 1J7",10/15/2017 0:01,15,0,43.68524,-79.31453,10/15/2017 8:06,15,8,BTTE433,"81 Moberly Ave, Toronto, ON M4C 4B2",10/15/2017 8:11,15,8,43.6842,-79.31355,10/15/2017 18:05,15,18
512,BTTE433,"81 Moberly Ave, Toronto, ON M4C 4B2",10/15/2017 8:11,15,8,43.6842,-79.31355,10/15/2017 18:05,15,18,BTTE433,"1625-1661 Danforth Ave, Toronto, ON M4C 1H7",10/15/2017 18:20,15,18,43.68371,-79.32165,10/15/2017 18:30,15,18
513,BTTE434,CVPA 96 Cosburn Ave (on street only),10/15/2017 0:01,15,0,43.68915,-79.35034,10/15/2017 10:47,15,10,BTTE434,"Penny Ln, Toronto, ON M4L 1S4",10/15/2017 11:17,15,11,43.66755,-79.31287,10/15/2017 11:42,15,11
514,BTTE434,"Penny Ln, Toronto, ON M4L 1S4",10/15/2017 11:17,15,11,43.66755,-79.31287,10/15/2017 11:42,15,11,BTTE434,"2128-2130 Queen St E, Toronto, ON M4E 1E3",10/15/2017 12:23,15,12,43.67142,-79.29377,10/15/2017 14:29,15,14
515,BTTE434,"2128-2130 Queen St E, Toronto, ON M4E 1E3",10/15/2017 12:23,15,12,43.67142,-79.29377,10/15/2017 14:29,15,14,BTTE434,"41 Swanwick Ave, Toronto, ON M4E 1Z4",10/15/2017 14:59,15,14,43.68224,-79.29919,10/15/2017 16:40,15,16
516,BTTE434,"41 Swanwick Ave, Toronto, ON M4E 1Z4",10/15/2017 14:59,15,14,43.68224,-79.29919,10/15/2017 16:40,15,16,BTTE434,"48-88 Lee Ave, Toronto, ON M4E 2P1",10/15/2017 16:57,15,16,43.66871,-79.29726,10/15/2017 18:30,15,18
517,BTTE435,"138 Sussex Mews, Toronto, ON M5S",10/15/2017 0:01,15,0,43.66294,-79.403,10/15/2017 16:00,15,16,BTTE435,Green P-121 St Patrick St(No Double Parking),10/15/2017 16:35,15,16,43.65369,-79.38936,10/15/2017 16:35,15,16
518,BTTE435,Green P-121 St Patrick St(No Double Parking),10/15/2017 16:35,15,16,43.65369,-79.38936,10/15/2017 16:35,15,16,BTTE435,Green P-35 Bellevue Ave(no double parking),10/15/2017 17:02,15,17,43.65418,-79.40318,10/15/2017 17:09,15,17
519,BTTE435,Green P-35 Bellevue Ave(no double parking),10/15/2017 17:02,15,17,43.65418,-79.40318,10/15/2017 17:09,15,17,BTTE435,"2121 St Clair Ave W, Toronto, ON M6N 4X9",10/15/2017 17:49,15,17,43.67064,-79.46942,10/15/2017 18:20,15,18
520,BTTE436,"29-37 Windermere Ave, Toronto, ON M6S 3J3",10/15/2017 12:33,15,12,43.6381,-79.47085,10/15/2017 16:15,15,16,BTTE436,"900 Dufferin St, Toronto, ON M6H 4A9",10/15/2017 16:52,15,16,43.65647,-79.43421,10/15/2017 17:24,15,17
521,BTTE436,"900 Dufferin St, Toronto, ON M6H 4A9",10/15/2017 16:52,15,16,43.65647,-79.43421,10/15/2017 17:24,15,17,BTTE436,"337 Caledonia Rd, York, ON M6E 4T7",10/15/2017 17:54,15,17,43.68549,-79.45888,10/15/2017 18:30,15,18
522,BTTE438,Green P-363 Adelaide St W(no double parking),10/15/2017 0:01,15,0,43.6466,-79.39477,10/15/2017 1:12,15,1,BTTE438,"15 Forest Hill Rd, Toronto, ON M4V 2L4",10/15/2017 1:32,15,1,43.6868,-79.40323,10/15/2017 12:44,15,12
523,BTTE438,"15 Forest Hill Rd, Toronto, ON M4V 2L4",10/15/2017 1:32,15,1,43.6868,-79.40323,10/15/2017 12:44,15,12,BTTE438,"240-250 Heath St W, Toronto, ON M5P",10/15/2017 14:14,15,14,43.68651,-79.41354,10/15/2017 14:34,15,14
524,BTTE438,"240-250 Heath St W, Toronto, ON M5P",10/15/2017 14:14,15,14,43.68651,-79.41354,10/15/2017 14:34,15,14,BTTE438,"639 Merton St, Toronto, ON M4S 1B4",10/15/2017 15:09,15,15,43.69999,-79.37752,10/15/2017 18:00,15,18
525,BTTE438,"639 Merton St, Toronto, ON M4S 1B4",10/15/2017 15:09,15,15,43.69999,-79.37752,10/15/2017 18:00,15,18,BTTE438,"116 A Simpson Ave, Toronto, ON M4K 1A2",10/15/2017 18:20,15,18,43.66739,-79.34762,10/15/2017 18:30,15,18
526,BTTE439,"1-7 Beach View Crescent, Toronto, ON M4E",10/15/2017 0:01,15,0,43.68103,-79.30571,10/15/2017 8:21,15,8,BTTE439,"7 Orchard Park Blvd, Toronto, ON M4L 3E3",10/15/2017 8:52,15,8,43.66751,-79.31382,10/15/2017 10:27,15,10
527,BTTE439,"7 Orchard Park Blvd, Toronto, ON M4L 3E3",10/15/2017 8:52,15,8,43.66751,-79.31382,10/15/2017 10:27,15,10,BTTE439,"335 Kenilworth Ave, Toronto, ON M4L 3S9",10/15/2017 10:42,15,10,43.67592,-79.3046,10/15/2017 11:07,15,11
528,BTTE439,"335 Kenilworth Ave, Toronto, ON M4L 3S9",10/15/2017 10:42,15,10,43.67592,-79.3046,10/15/2017 11:07,15,11,BTTE439,Unit Park-73 The Esplanade(surface lot),10/15/2017 11:32,15,11,43.64703,-79.3733,10/15/2017 14:59,15,14
529,BTTE439,Unit Park-73 The Esplanade(surface lot),10/15/2017 11:32,15,11,43.64703,-79.3733,10/15/2017 14:59,15,14,BTTE439,"Woodale Ave, Toronto, ON M4E",10/15/2017 15:45,15,15,43.68329,-79.28535,10/15/2017 18:30,15,18
530,BTTE440,"1680-1688 Dundas St W, Toronto, ON M6K 1V3",10/15/2017 0:01,15,0,43.65011,-79.43809,10/15/2017 2:32,15,2,BTTE440,"105 Gothic Ave, Toronto, ON M6P 2V8",10/15/2017 2:47,15,2,43.65588,-79.46899,10/15/2017 16:20,15,16
531,BTTE440,"105 Gothic Ave, Toronto, ON M6P 2V8",10/15/2017 2:47,15,2,43.65588,-79.46899,10/15/2017 16:20,15,16,BTTE440,"35 Mowat Ave, Toronto, ON M6K 3E9",10/15/2017 16:52,15,16,43.63667,-79.42499,10/15/2017 18:30,15,18
532,BTTE443,"167 Highbourne Rd, Toronto, ON M5P 2J8",10/15/2017 9:52,15,9,43.70371,-79.40694,10/15/2017 10:12,15,10,BTTE443,"146-150 Kingswood Rd, Toronto, ON M4E 3N5",10/15/2017 11:12,15,11,43.67744,-79.28471,10/15/2017 18:10,15,18
533,BTTE444,"1-19 Tichester Rd, Toronto, ON M5P",10/15/2017 0:01,15,0,43.686,-79.41603,10/15/2017 6:10,15,6,BTTE444,"97 Raglan Ave, York, ON M6C 2K7",10/15/2017 6:55,15,6,43.6861,-79.42077,10/15/2017 11:53,15,11
534,BTTE444,"97 Raglan Ave, York, ON M6C 2K7",10/15/2017 6:55,15,6,43.6861,-79.42077,10/15/2017 11:53,15,11,BTTE444,"18 Eastern Ave, Toronto, ON M5A 1H5",10/15/2017 12:23,15,12,43.65301,-79.35987,10/15/2017 13:04,15,13
535,BTTE444,"18 Eastern Ave, Toronto, ON M5A 1H5",10/15/2017 12:23,15,12,43.65301,-79.35987,10/15/2017 13:04,15,13,BTTE444,"41A Hazelton Ave, Toronto, ON M5R 2E3",10/15/2017 14:24,15,14,43.67211,-79.39358,10/15/2017 14:24,15,14
536,BTTE444,"41A Hazelton Ave, Toronto, ON M5R 2E3",10/15/2017 14:24,15,14,43.67211,-79.39358,10/15/2017 14:24,15,14,BTTE444,"53 Hazelton Ave, Toronto, ON M5R 2E3",10/15/2017 14:29,15,14,43.67242,-79.39368,10/15/2017 15:14,15,15
537,BTTE444,"53 Hazelton Ave, Toronto, ON M5R 2E3",10/15/2017 14:29,15,14,43.67242,-79.39368,10/15/2017 15:14,15,15,BTTE444,"150 Farnham Ave, Toronto, ON M4V 1H4",10/15/2017 15:45,15,15,43.68361,-79.39991,10/15/2017 18:30,15,18
538,BTTE445,"26 Richmond St E, Toronto, ON M5C",10/15/2017 0:01,15,0,43.65193,-79.3779,10/15/2017 3:18,15,3,BTTE445,Green P-15 Wellesley St. e(No Double Parking),10/15/2017 3:33,15,3,43.66484,-79.38359,10/15/2017 7:46,15,7
539,BTTE445,Green P-15 Wellesley St. e(No Double Parking),10/15/2017 3:33,15,3,43.66484,-79.38359,10/15/2017 7:46,15,7,BTTE445,On street-18 Emily St(extra parking in garage),10/15/2017 8:21,15,8,43.64659,-79.38511,10/15/2017 11:12,15,11
540,BTTE445,On street-18 Emily St(extra parking in garage),10/15/2017 8:21,15,8,43.64659,-79.38511,10/15/2017 11:12,15,11,BTTE445,"Woodale Ave, Toronto, ON M4E",10/15/2017 12:03,15,12,43.68303,-79.28642,10/15/2017 18:30,15,18
541,BTTE446,"1505 Dan Leckie Way, Toronto, ON M5V 2V6",10/15/2017 0:01,15,0,43.63699,-79.39699,10/15/2017 13:34,15,13,BTTE446,Green P-363 Adelaide St W(no double parking),10/15/2017 13:49,15,13,43.6466,-79.39477,10/15/2017 13:54,15,13
542,BTTE446,Green P-363 Adelaide St W(no double parking),10/15/2017 13:49,15,13,43.6466,-79.39477,10/15/2017 13:54,15,13,BTTE446,"100 Broadview Ave, Toronto, ON M4M",10/15/2017 14:29,15,14,43.65827,-79.34967,10/15/2017 14:29,15,14
543,BTTE446,"100 Broadview Ave, Toronto, ON M4M",10/15/2017 14:29,15,14,43.65827,-79.34967,10/15/2017 14:29,15,14,BTTE446,"53 Grant St, Toronto, ON M4M 2H6",10/15/2017 15:45,15,15,43.6607,-79.3491,10/15/2017 15:55,15,15
544,BTTE446,"53 Grant St, Toronto, ON M4M 2H6",10/15/2017 15:45,15,15,43.6607,-79.3491,10/15/2017 15:55,15,15,BTTE446,GreenP-1155 King st W(no double parking),10/15/2017 16:52,15,16,43.63778,-79.42401,10/15/2017 18:30,15,18
545,BTTE447,Where I Park-480 Adelaide St W(3 rsvd spaces),10/15/2017 13:14,15,13,43.64599,-79.39985,10/15/2017 13:49,15,13,BTTE447,Green P-35 Bellevue Ave(no double parking),10/15/2017 15:55,15,15,43.65418,-79.40318,10/15/2017 16:40,15,16
546,BTTE447,Green P-35 Bellevue Ave(no double parking),10/15/2017 15:55,15,15,43.65418,-79.40318,10/15/2017 16:40,15,16,BTTE447,Green P-105 Spadina Ave(No Double Parking),10/15/2017 17:49,15,17,43.64667,-79.39514,10/15/2017 17:49,15,17
547,BTTE448,"990 Avenue Rd, Toronto, ON M5P 2K8",10/15/2017 0:01,15,0,43.70346,-79.40811,10/15/2017 14:34,15,14,BTTE448,"241 Melita Ave, Toronto, ON M6G 2A1",10/15/2017 14:54,15,14,43.67406,-79.42196,10/15/2017 15:09,15,15
548,BTTE448,"241 Melita Ave, Toronto, ON M6G 2A1",10/15/2017 14:54,15,14,43.67406,-79.42196,10/15/2017 15:09,15,15,BTTE448,"1131 Lansdowne Ave, Toronto, ON M6H 3Z7",10/15/2017 16:57,15,16,43.66965,-79.44755,10/15/2017 17:02,15,17
549,BTTE449,"201 Claremont St, Toronto, ON M6J 2N1",10/15/2017 0:01,15,0,43.65175,-79.41146,10/15/2017 10:02,15,10,BTTE449,"6 Gore St, Toronto, ON M6J 2C6",10/15/2017 10:27,15,10,43.65468,-79.414,10/15/2017 11:07,15,11
550,BTTE449,"6 Gore St, Toronto, ON M6J 2C6",10/15/2017 10:27,15,10,43.65468,-79.414,10/15/2017 11:07,15,11,BTTE449,Green P-363 Adelaide St W(no double parking),10/15/2017 11:27,15,11,43.6466,-79.39477,10/15/2017 11:32,15,11
551,BTTE449,Green P-363 Adelaide St W(no double parking),10/15/2017 11:27,15,11,43.6466,-79.39477,10/15/2017 11:32,15,11,BTTE449,"194 R Bloor St W, Toronto, ON M5S 1T8",10/15/2017 12:03,15,12,43.66921,-79.39523,10/15/2017 15:04,15,15
552,BTTE449,"194 R Bloor St W, Toronto, ON M5S 1T8",10/15/2017 12:03,15,12,43.66921,-79.39523,10/15/2017 15:04,15,15,BTTE449,"138 Grace St, Toronto, ON M6J 2S2",10/15/2017 15:35,15,15,43.65439,-79.4154,10/15/2017 15:55,15,15
553,BTTE449,"138 Grace St, Toronto, ON M6J 2S2",10/15/2017 15:35,15,15,43.65439,-79.4154,10/15/2017 15:55,15,15,BTTE449,"1022 King St W, Toronto, ON M6K 0C1",10/15/2017 16:15,15,16,43.64172,-79.41539,10/15/2017 17:49,15,17
554,BTTE450,"198 Walnut Ave, Toronto, ON M6J",10/15/2017 0:01,15,0,43.64544,-79.41117,10/15/2017 2:22,15,2,BTTE450,"780-798 Runnymede Rd, Toronto, ON M6N",10/15/2017 3:18,15,3,43.66856,-79.48397,10/15/2017 8:11,15,8
555,BTTE450,"780-798 Runnymede Rd, Toronto, ON M6N",10/15/2017 3:18,15,3,43.66856,-79.48397,10/15/2017 8:11,15,8,BTTE450,"Green P-31 Parliament St(surface lot, not garage)",10/15/2017 8:42,15,8,43.64955,-79.36169,10/15/2017 10:42,15,10
556,BTTE450,"Green P-31 Parliament St(surface lot, not garage)",10/15/2017 8:42,15,8,43.64955,-79.36169,10/15/2017 10:42,15,10,BTTE450,"7 Howland Ave, Toronto, ON M5R 3B3",10/15/2017 11:07,15,11,43.66613,-79.40879,10/15/2017 12:13,15,12
557,BVYC935,Green P-35 Erindale Ave(no double parking),10/15/2017 0:01,15,0,43.67732,-79.35747,10/15/2017 0:11,15,0,BVYC935,"25 McGee St, Toronto, ON M4M 2L1",10/15/2017 0:42,15,0,43.65795,-79.34459,10/15/2017 9:37,15,9
558,BVYC935,"25 McGee St, Toronto, ON M4M 2L1",10/15/2017 0:42,15,0,43.65795,-79.34459,10/15/2017 9:37,15,9,BVYC935,Unit Park-73 The Esplanade(surface lot),10/15/2017 9:57,15,9,43.64703,-79.3733,10/15/2017 12:39,15,12
559,BVYC935,Unit Park-73 The Esplanade(surface lot),10/15/2017 9:57,15,9,43.64703,-79.3733,10/15/2017 12:39,15,12,BVYC935,"401-407 College St, Toronto, ON M5T 1S9",10/15/2017 13:19,15,13,43.65671,-79.40627,10/15/2017 15:19,15,15
560,BVYC935,"401-407 College St, Toronto, ON M5T 1S9",10/15/2017 13:19,15,13,43.65671,-79.40627,10/15/2017 15:19,15,15,BVYC935,"55 Lisgar St, Toronto, ON M6J 3X6",10/15/2017 15:45,15,15,43.64274,-79.42285,10/15/2017 15:45,15,15
561,BVYC935,"55 Lisgar St, Toronto, ON M6J 3X6",10/15/2017 15:45,15,15,43.64274,-79.42285,10/15/2017 15:45,15,15,BVYC935,"63 Polson St, Toronto, ON M5A 1A4",10/15/2017 16:25,15,16,43.64137,-79.3524,10/15/2017 17:24,15,17
562,BVYC935,"63 Polson St, Toronto, ON M5A 1A4",10/15/2017 16:25,15,16,43.64137,-79.3524,10/15/2017 17:24,15,17,BVYC935,"17 Noble St, Toronto, ON M6K 2C7",10/15/2017 17:49,15,17,43.64272,-79.43089,10/15/2017 18:30,15,18
563,BWCH138,"6-8 Norwood Rd, Toronto, ON M4E",10/15/2017 0:01,15,0,43.68191,-79.30218,10/15/2017 10:47,15,10,BWCH138,"1178 Queen St E, Toronto, ON M4M 1L4",10/15/2017 11:12,15,11,43.66287,-79.33197,10/15/2017 11:17,15,11
564,BWCH138,"1178 Queen St E, Toronto, ON M4M 1L4",10/15/2017 11:12,15,11,43.66287,-79.33197,10/15/2017 11:17,15,11,BWCH138,"372 St Clarens Ave, Toronto, ON M6H 3W3",10/15/2017 11:42,15,11,43.65695,-79.44094,10/15/2017 11:53,15,11
565,BWCH138,"372 St Clarens Ave, Toronto, ON M6H 3W3",10/15/2017 11:42,15,11,43.65695,-79.44094,10/15/2017 11:53,15,11,BWCH138,"55 Wyndham St, Toronto, ON M6K 1R9",10/15/2017 12:18,15,12,43.64737,-79.43719,10/15/2017 14:49,15,14
566,BWCH138,"55 Wyndham St, Toronto, ON M6K 1R9",10/15/2017 12:18,15,12,43.64737,-79.43719,10/15/2017 14:49,15,14,BWCH138,"2-10 Carling Ave, Toronto, ON M6G",10/15/2017 15:40,15,15,43.66259,-79.4248,10/15/2017 16:10,15,16
567,BWCH138,"2-10 Carling Ave, Toronto, ON M6G",10/15/2017 15:40,15,15,43.66259,-79.4248,10/15/2017 16:10,15,16,BWCH138,"573-575 King St E, Toronto, ON M5A 1M1",10/15/2017 17:44,15,17,43.65627,-79.35716,10/15/2017 18:30,15,18
568,BWCH206,"180 Brandon Ave, Toronto, ON M6H 4H2",10/15/2017 0:27,15,0,43.66899,-79.44663,10/15/2017 0:52,15,0,BWCH206,"483 McRoberts Ave, York, ON M6E 4R3",10/15/2017 1:07,15,1,43.68729,-79.45838,10/15/2017 12:39,15,12
569,BWCH206,"483 McRoberts Ave, York, ON M6E 4R3",10/15/2017 1:07,15,1,43.68729,-79.45838,10/15/2017 12:39,15,12,BWCH206,"34-38 Lennox St, Toronto, ON M6G 2L7",10/15/2017 13:09,15,13,43.66363,-79.41178,10/15/2017 18:30,15,18
570,BWJC167,"413 Main St, East York, ON M4C 4Y1",10/15/2017 0:01,15,0,43.69267,-79.3038,10/15/2017 5:25,15,5,BWJC167,"14 Soho St, Toronto, ON M5T",10/15/2017 6:10,15,6,43.65009,-79.39378,10/15/2017 7:41,15,7
571,BWJC167,"14 Soho St, Toronto, ON M5T",10/15/2017 6:10,15,6,43.65009,-79.39378,10/15/2017 7:41,15,7,BWJC167,"51-97 Bishop Tutu Blvd, Toronto, ON M5V 2Z7",10/15/2017 8:16,15,8,43.63563,-79.40048,10/15/2017 11:22,15,11
572,BWJC180,"271 Front St E, Toronto, ON M5A 2Y1",10/15/2017 12:49,15,12,43.65147,-79.36291,10/15/2017 13:24,15,13,BWJC180,Targetpark-Loblaws Queens Quay E(enter off Jarvis),10/15/2017 14:04,15,14,43.64456,-79.36971,10/15/2017 14:14,15,14
573,BWJC180,Targetpark-Loblaws Queens Quay E(enter off Jarvis),10/15/2017 14:04,15,14,43.64456,-79.36971,10/15/2017 14:14,15,14,BWJC180,"56 Parliament St, Toronto, ON M5A 1G1",10/15/2017 14:24,15,14,43.65059,-79.36241,10/15/2017 14:59,15,14
574,BWJC180,"56 Parliament St, Toronto, ON M5A 1G1",10/15/2017 14:24,15,14,43.65059,-79.36241,10/15/2017 14:59,15,14,BWJC180,"465 Craven Rd, Toronto, ON M4L 2Z5",10/15/2017 15:25,15,15,43.67182,-79.32092,10/15/2017 16:05,15,16
